mes_ano,dezenas_combinadas,count_combinacao_MMYY
06/2013,1-10|1-10|1-10|1-10|11-20|31-40,1
06/2013,1-10|1-10|11-20|21-30|31-40|41-50,1
06/2013,1-10|1-10|11-20|21-30|31-40|51-60,1
06/2013,1-10|1-10|11-20|21-30|41-50|41-50,1
06/2013,1-10|11-20|11-20|31-40|41-50|41-50,1
06/2013,1-10|11-20|31-40|41-50|51-60|51-60,1
06/2013,1-10|21-30|21-30|31-40|31-40|51-60,1
06/2013,1-10|21-30|41-50|51-60|51-60|51-60,1
06/2013,21-30|41-50|41-50|51-60|51-60|51-60,1
06/2014,1-10|1-10|1-10|31-40|31-40|51-60,1
06/2014,1-10|1-10|11-20|21-30|51-60|51-60,1
06/2014,1-10|1-10|11-20|41-50|51-60|51-60,1
06/2014,1-10|11-20|11-20|31-40|41-50|51-60,1
06/2014,1-10|11-20|21-30|21-30|31-40|41-50,1
06/2014,1-10|11-20|31-40|41-50|41-50|51-60,1
06/2014,1-10|31-40|31-40|41-50|51-60|51-60,1
06/2014,21-30|21-30|41-50|41-50|51-60|51-60,1
06/2015,1-10|1-10|11-20|21-30|21-30|21-30,1
06/2015,1-10|1-10|11-20|31-40|41-50|51-60,1
06/2015,1-10|1-10|21-30|31-40|51-60|51-60,1
06/2015,1-10|11-20|11-20|21-30|41-50|51-60,1
06/2015,1-10|21-30|21-30|51-60|51-60|51-60,1
06/2015,1-10|21-30|31-40|41-50|41-50|51-60,1
06/2015,11-20|11-20|31-40|31-40|51-60|51-60,1
06/2015,21-30|21-30|31-40|31-40|41-50|41-50,1
06/2016,1-10|1-10|11-20|11-20|21-30|51-60,1
06/2016,1-10|1-10|21-30|31-40|51-60|51-60,2
06/2016,1-10|11-20|21-30|21-30|31-40|51-60,1
06/2016,1-10|11-20|21-30|41-50|51-60|51-60,1
06/2016,1-10|11-20|31-40|31-40|41-50|51-60,1
06/2016,11-20|11-20|31-40|41-50|41-50|51-60,1
06/2016,11-20|21-30|21-30|31-40|41-50|51-60,1
06/2016,11-20|31-40|41-50|41-50|51-60|51-60,1
06/2016,21-30|31-40|41-50|41-50|51-60|51-60,1
06/2017,1-10|1-10|21-30|21-30|41-50|51-60,1
06/2017,1-10|1-10|21-30|31-40|41-50|41-50,1
06/2017,1-10|11-20|11-20|11-20|31-40|41-50,1
06/2017,1-10|11-20|11-20|21-30|31-40|41-50,1
06/2017,1-10|11-20|11-20|21-30|41-50|41-50,1
06/2017,1-10|11-20|21-30|31-40|51-60|51-60,1
06/2017,1-10|11-20|31-40|31-40|41-50|51-60,1
06/2017,1-10|21-30|21-30|31-40|41-50|51-60,1
06/2018,1-10|1-10|1-10|31-40|41-50|51-60,1
06/2018,1-10|1-10|11-20|21-30|21-30|31-40,1
06/2018,1-10|1-10|11-20|21-30|21-30|41-50,1
06/2018,1-10|11-20|11-20|21-30|41-50|51-60,1
06/2018,1-10|11-20|21-30|31-40|31-40|31-40,1
06/2018,1-10|11-20|21-30|31-40|51-60|51-60,1
06/2018,1-10|31-40|31-40|31-40|31-40|41-50,1
06/2018,11-20|21-30|21-30|31-40|31-40|51-60,1
06/2018,41-50|51-60|51-60|51-60|51-60|51-60,1
06/2019,1-10|1-10|1-10|21-30|41-50|41-50,1
06/2019,1-10|1-10|21-30|21-30|31-40|41-50,1
06/2019,1-10|11-20|11-20|21-30|31-40|41-50,1
06/2019,1-10|11-20|41-50|41-50|41-50|51-60,1
06/2019,1-10|21-30|31-40|41-50|41-50|51-60,1
06/2019,11-20|11-20|21-30|21-30|31-40|41-50,1
06/2019,11-20|11-20|21-30|41-50|41-50|51-60,1
06/2019,11-20|21-30|31-40|31-40|41-50|51-60,1
06/2019,31-40|31-40|31-40|31-40|31-40|41-50,1
06/2020,1-10|1-10|11-20|21-30|41-50|41-50,1
06/2020,1-10|1-10|21-30|21-30|41-50|51-60,1
06/2020,1-10|11-20|11-20|21-30|21-30|51-60,1
06/2020,1-10|11-20|11-20|31-40|31-40|51-60,1
06/2020,1-10|11-20|21-30|21-30|21-30|51-60,1
06/2020,11-20|11-20|11-20|31-40|31-40|51-60,1
06/2020,11-20|11-20|31-40|31-40|41-50|41-50,1
06/2020,11-20|31-40|31-40|41-50|41-50|51-60,1
06/2021,1-10|1-10|11-20|31-40|51-60|51-60,1
06/2021,1-10|1-10|21-30|31-40|41-50|51-60,1
06/2021,1-10|11-20|21-30|21-30|21-30|31-40,1
06/2021,1-10|11-20|21-30|31-40|41-50|41-50,1
06/2021,1-10|21-30|31-40|41-50|41-50|41-50,1
06/2021,11-20|11-20|11-20|11-20|31-40|41-50,1
06/2021,11-20|11-20|11-20|21-30|31-40|51-60,1
06/2021,11-20|21-30|31-40|31-40|41-50|51-60,1
06/2021,11-20|31-40|31-40|41-50|41-50|51-60,1
06/2022,1-10|1-10|1-10|21-30|51-60|51-60,1
06/2022,1-10|1-10|11-20|21-30|41-50|41-50,1
06/2022,1-10|1-10|31-40|41-50|41-50|51-60,1
06/2022,1-10|11-20|11-20|21-30|31-40|41-50,1
06/2022,1-10|21-30|31-40|31-40|41-50|51-60,2
06/2022,11-20|11-20|11-20|41-50|41-50|51-60,1
06/2022,11-20|31-40|31-40|31-40|51-60|51-60,1
06/2022,21-30|21-30|31-40|41-50|41-50|51-60,1
06/2022,21-30|31-40|41-50|41-50|51-60|51-60,1
06/2023,1-10|1-10|11-20|21-30|51-60|51-60,1
06/2023,1-10|1-10|11-20|31-40|41-50|41-50,1
06/2023,1-10|1-10|31-40|31-40|41-50|51-60,1
06/2023,1-10|11-20|21-30|31-40|41-50|51-60,1
06/2023,1-10|11-20|21-30|51-60|51-60|51-60,1
06/2023,1-10|11-20|31-40|31-40|41-50|51-60,1
06/2023,11-20|11-20|11-20|21-30|31-40|41-50,1
06/2023,11-20|11-20|11-20|21-30|41-50|51-60,1
06/2023,21-30|21-30|31-40|41-50|41-50|51-60,1
06/2024,1-10|1-10|11-20|11-20|41-50|51-60,1
06/2024,1-10|11-20|21-30|31-40|31-40|51-60,1
06/2024,1-10|11-20|21-30|41-50|41-50|51-60,1
06/2024,1-10|11-20|31-40|41-50|41-50|51-60,1
06/2024,1-10|31-40|31-40|31-40|41-50|51-60,1
06/2024,1-10|31-40|41-50|41-50|51-60|51-60,1
06/2024,11-20|11-20|11-20|31-40|41-50|41-50,1
06/2024,11-20|11-20|21-30|21-30|31-40|41-50,1
06/2024,11-20|11-20|21-30|31-40|31-40|41-50,1
06/2024,11-20|11-20|21-30|31-40|41-50|51-60,1
06/2024,11-20|21-30|21-30|21-30|31-40|51-60,1
06/2024,11-20|21-30|31-40|41-50|41-50|51-60,1
06/2024,21-30|21-30|31-40|41-50|51-60|51-60,1
06/2025,1-10|1-10|1-10|11-20|41-50|51-60,1
06/2025,1-10|1-10|11-20|21-30|51-60|51-60,1
06/2025,1-10|1-10|11-20|31-40|51-60|51-60,1
06/2025,1-10|11-20|11-20|31-40|31-40|51-60,1
06/2025,1-10|11-20|31-40|31-40|31-40|41-50,1
06/2025,1-10|11-20|31-40|41-50|41-50|51-60,1
06/2025,1-10|21-30|31-40|31-40|31-40|51-60,1
06/2025,1-10|31-40|31-40|31-40|41-50|51-60,1
06/2025,11-20|11-20|11-20|31-40|31-40|31-40,1
06/2025,11-20|11-20|21-30|41-50|51-60|51-60,1
06/2025,11-20|11-20|41-50|41-50|41-50|51-60,1
07/1996,1-10|1-10|11-20|11-20|11-20|51-60,1
07/1996,1-10|1-10|11-20|21-30|21-30|51-60,1
07/1996,1-10|31-40|31-40|41-50|41-50|51-60,1
07/1996,11-20|21-30|21-30|21-30|31-40|51-60,1
07/1996,21-30|21-30|31-40|31-40|41-50|51-60,1
07/1997,1-10|11-20|31-40|41-50|41-50|41-50,1
07/1997,11-20|21-30|21-30|31-40|41-50|51-60,1
07/1997,11-20|21-30|31-40|41-50|41-50|51-60,1
07/1997,21-30|21-30|21-30|41-50|51-60|51-60,1
07/1998,1-10|11-20|31-40|41-50|51-60|51-60,1
07/1998,11-20|11-20|11-20|21-30|31-40|41-50,1
07/1998,11-20|11-20|11-20|31-40|41-50|51-60,1
07/1998,21-30|41-50|41-50|51-60|51-60|51-60,1
07/1999,1-10|1-10|1-10|21-30|41-50|51-60,1
07/1999,1-10|1-10|11-20|11-20|41-50|41-50,1
07/1999,1-10|11-20|11-20|21-30|21-30|31-40,1
07/1999,11-20|21-30|21-30|31-40|51-60|51-60,1
07/1999,21-30|31-40|31-40|31-40|41-50|51-60,1
07/2000,1-10|1-10|31-40|41-50|41-50|51-60,1
07/2000,1-10|31-40|41-50|41-50|51-60|51-60,1
07/2000,11-20|11-20|21-30|31-40|31-40|41-50,1
07/2000,11-20|11-20|31-40|41-50|41-50|51-60,1
07/2000,11-20|21-30|21-30|31-40|41-50|41-50,1
07/2001,1-10|11-20|11-20|21-30|21-30|51-60,1
07/2001,1-10|11-20|21-30|21-30|31-40|31-40,1
07/2001,1-10|11-20|31-40|31-40|41-50|51-60,1
07/2001,1-10|21-30|31-40|41-50|51-60|51-60,1
07/2002,1-10|1-10|1-10|41-50|51-60|51-60,1
07/2002,1-10|1-10|21-30|41-50|51-60|51-60,1
07/2002,1-10|11-20|11-20|21-30|41-50|41-50,1
07/2002,1-10|11-20|21-30|31-40|41-50|41-50,1
07/2002,1-10|31-40|41-50|41-50|41-50|51-60,1
07/2002,11-20|21-30|21-30|31-40|41-50|51-60,1
07/2002,11-20|21-30|41-50|41-50|51-60|51-60,1
07/2002,21-30|31-40|31-40|41-50|51-60|51-60,1
07/2002,31-40|31-40|31-40|31-40|51-60|51-60,1
07/2003,1-10|1-10|11-20|31-40|31-40|41-50,1
07/2003,1-10|1-10|21-30|21-30|21-30|31-40,1
07/2003,1-10|11-20|21-30|21-30|41-50|41-50,1
07/2003,11-20|11-20|11-20|31-40|41-50|51-60,1
07/2003,11-20|11-20|21-30|31-40|41-50|51-60,1
07/2003,11-20|11-20|31-40|41-50|51-60|51-60,1
07/2003,11-20|11-20|31-40|51-60|51-60|51-60,1
07/2003,11-20|21-30|41-50|41-50|51-60|51-60,1
07/2003,11-20|31-40|31-40|31-40|41-50|41-50,1
07/2004,1-10|1-10|11-20|11-20|31-40|31-40,1
07/2004,1-10|1-10|11-20|41-50|41-50|51-60,1
07/2004,1-10|1-10|21-30|21-30|31-40|51-60,1
07/2004,1-10|11-20|21-30|41-50|51-60|51-60,1
07/2004,1-10|21-30|21-30|21-30|31-40|41-50,1
07/2004,11-20|11-20|11-20|21-30|31-40|41-50,1
07/2004,11-20|11-20|21-30|21-30|31-40|51-60,1
07/2004,11-20|21-30|31-40|31-40|31-40|51-60,1
07/2004,11-20|21-30|31-40|41-50|51-60|51-60,1
07/2005,1-10|1-10|1-10|21-30|21-30|41-50,1
07/2005,1-10|1-10|11-20|21-30|31-40|51-60,1
07/2005,1-10|11-20|11-20|31-40|31-40|41-50,1
07/2005,1-10|11-20|21-30|31-40|41-50|51-60,1
07/2005,1-10|21-30|21-30|31-40|51-60|51-60,1
07/2005,1-10|21-30|31-40|31-40|41-50|51-60,1
07/2005,11-20|11-20|31-40|31-40|31-40|41-50,1
07/2005,11-20|31-40|31-40|41-50|41-50|41-50,1
07/2005,21-30|21-30|31-40|51-60|51-60|51-60,1
07/2006,1-10|1-10|11-20|31-40|31-40|41-50,1
07/2006,1-10|1-10|11-20|31-40|51-60|51-60,1
07/2006,1-10|1-10|21-30|31-40|41-50|41-50,1
07/2006,1-10|1-10|21-30|41-50|51-60|51-60,1
07/2006,1-10|11-20|21-30|21-30|41-50|51-60,1
07/2006,1-10|11-20|21-30|31-40|41-50|51-60,1
07/2006,1-10|21-30|31-40|41-50|51-60|51-60,1
07/2006,11-20|31-40|31-40|31-40|41-50|51-60,1
07/2006,21-30|21-30|21-30|31-40|51-60|51-60,1
07/2007,1-10|11-20|11-20|11-20|21-30|31-40,1
07/2007,1-10|11-20|21-30|31-40|31-40|41-50,1
07/2007,1-10|11-20|21-30|41-50|51-60|51-60,1
07/2007,1-10|11-20|31-40|31-40|41-50|51-60,1
07/2007,11-20|31-40|31-40|41-50|51-60|51-60,1
07/2007,11-20|41-50|41-50|41-50|41-50|51-60,1
07/2007,21-30|31-40|31-40|51-60|51-60|51-60,1
07/2007,21-30|31-40|41-50|51-60|51-60|51-60,1
07/2008,1-10|1-10|11-20|11-20|21-30|31-40,1
07/2008,1-10|1-10|11-20|31-40|41-50|51-60,1
07/2008,1-10|1-10|11-20|41-50|41-50|41-50,1
07/2008,1-10|11-20|11-20|21-30|31-40|31-40,1
07/2008,1-10|11-20|11-20|41-50|51-60|51-60,1
07/2008,1-10|11-20|41-50|41-50|51-60|51-60,1
07/2008,1-10|21-30|21-30|21-30|31-40|31-40,1
07/2008,11-20|21-30|31-40|31-40|31-40|41-50,1
07/2008,11-20|21-30|31-40|31-40|41-50|51-60,1
07/2009,1-10|1-10|21-30|31-40|31-40|31-40,1
07/2009,1-10|1-10|21-30|31-40|41-50|41-50,1
07/2009,1-10|11-20|11-20|31-40|31-40|41-50,1
07/2009,1-10|11-20|21-30|21-30|21-30|31-40,1
07/2009,1-10|11-20|21-30|31-40|31-40|41-50,2
07/2009,1-10|21-30|31-40|31-40|41-50|51-60,1
07/2009,11-20|21-30|21-30|21-30|41-50|51-60,1
07/2009,11-20|21-30|21-30|31-40|41-50|41-50,1
07/2010,1-10|1-10|11-20|11-20|31-40|51-60,1
07/2010,1-10|1-10|11-20|11-20|51-60|51-60,1
07/2010,1-10|1-10|11-20|31-40|51-60|51-60,1
07/2010,1-10|11-20|21-30|41-50|41-50|51-60,1
07/2010,11-20|11-20|21-30|21-30|31-40|51-60,1
07/2010,11-20|11-20|21-30|21-30|51-60|51-60,1
07/2010,21-30|21-30|31-40|41-50|41-50|51-60,1
07/2010,21-30|31-40|31-40|41-50|51-60|51-60,1
07/2010,31-40|31-40|31-40|41-50|51-60|51-60,1
07/2011,1-10|1-10|11-20|11-20|51-60|51-60,1
07/2011,1-10|1-10|11-20|31-40|41-50|41-50,1
07/2011,1-10|1-10|11-20|41-50|51-60|51-60,1
07/2011,1-10|11-20|11-20|11-20|21-30|31-40,1
07/2011,1-10|11-20|21-30|21-30|51-60|51-60,1
07/2011,1-10|11-20|41-50|51-60|51-60|51-60,1
07/2011,1-10|21-30|31-40|41-50|51-60|51-60,1
07/2011,11-20|11-20|21-30|51-60|51-60|51-60,1
07/2011,41-50|41-50|41-50|51-60|51-60|51-60,1
07/2012,1-10|1-10|11-20|21-30|31-40|51-60,1
07/2012,1-10|1-10|21-30|31-40|31-40|51-60,1
07/2012,1-10|11-20|11-20|21-30|31-40|41-50,1
07/2012,1-10|11-20|11-20|31-40|31-40|31-40,1
07/2012,1-10|11-20|21-30|41-50|41-50|51-60,1
07/2012,11-20|11-20|11-20|21-30|31-40|41-50,1
07/2012,11-20|21-30|31-40|41-50|41-50|51-60,2
07/2013,1-10|1-10|11-20|21-30|31-40|41-50,1
07/2013,1-10|1-10|11-20|41-50|41-50|51-60,1
07/2013,1-10|1-10|21-30|41-50|51-60|51-60,1
07/2013,1-10|11-20|11-20|11-20|41-50|51-60,1
07/2013,1-10|11-20|11-20|31-40|41-50|51-60,1
07/2013,11-20|11-20|21-30|31-40|31-40|51-60,1
07/2013,11-20|11-20|21-30|41-50|51-60|51-60,1
07/2013,11-20|21-30|31-40|41-50|41-50|51-60,1
07/2013,11-20|21-30|31-40|51-60|51-60|51-60,1
07/2014,1-10|1-10|11-20|41-50|41-50|41-50,1
07/2014,1-10|11-20|21-30|31-40|31-40|41-50,1
07/2014,1-10|11-20|21-30|41-50|51-60|51-60,1
07/2014,1-10|11-20|31-40|41-50|41-50|41-50,1
07/2014,1-10|21-30|21-30|31-40|31-40|41-50,1
07/2014,1-10|21-30|21-30|31-40|41-50|51-60,1
07/2014,11-20|11-20|21-30|21-30|41-50|41-50,1
07/2014,11-20|21-30|21-30|31-40|31-40|51-60,1
07/2014,21-30|31-40|31-40|41-50|41-50|51-60,1
07/2015,1-10|1-10|11-20|11-20|31-40|41-50,1
07/2015,1-10|1-10|41-50|41-50|51-60|51-60,1
07/2015,1-10|11-20|11-20|31-40|31-40|31-40,1
07/2015,1-10|21-30|31-40|31-40|41-50|51-60,2
07/2015,1-10|21-30|31-40|41-50|41-50|51-60,1
07/2015,11-20|11-20|21-30|21-30|31-40|31-40,1
07/2015,11-20|21-30|21-30|41-50|51-60|51-60,1
07/2015,11-20|21-30|31-40|31-40|41-50|51-60,1
07/2015,21-30|31-40|31-40|31-40|51-60|51-60,1
07/2016,1-10|1-10|1-10|11-20|21-30|41-50,1
07/2016,1-10|1-10|11-20|31-40|41-50|51-60,1
07/2016,1-10|1-10|21-30|21-30|51-60|51-60,1
07/2016,1-10|11-20|11-20|41-50|51-60|51-60,1
07/2016,1-10|11-20|21-30|21-30|41-50|51-60,1
07/2016,1-10|21-30|21-30|31-40|51-60|51-60,1
07/2016,1-10|21-30|31-40|41-50|41-50|51-60,1
07/2016,11-20|11-20|21-30|21-30|31-40|41-50,1
07/2016,11-20|11-20|31-40|41-50|41-50|41-50,1
07/2016,41-50|41-50|41-50|41-50|51-60|51-60,1
07/2017,1-10|1-10|1-10|21-30|41-50|51-60,1
07/2017,1-10|1-10|11-20|21-30|21-30|51-60,1
07/2017,1-10|1-10|31-40|41-50|51-60|51-60,2
07/2017,1-10|21-30|21-30|41-50|41-50|41-50,1
07/2017,1-10|21-30|31-40|31-40|41-50|51-60,1
07/2017,1-10|21-30|31-40|31-40|51-60|51-60,1
07/2017,1-10|31-40|31-40|51-60|51-60|51-60,1
07/2017,11-20|11-20|11-20|21-30|31-40|51-60,1
07/2017,11-20|11-20|21-30|21-30|31-40|51-60,1
07/2018,1-10|1-10|11-20|21-30|21-30|21-30,1
07/2018,1-10|1-10|11-20|21-30|21-30|31-40,1
07/2018,1-10|1-10|11-20|21-30|31-40|41-50,1
07/2018,1-10|1-10|31-40|31-40|41-50|51-60,1
07/2018,1-10|11-20|11-20|31-40|31-40|51-60,1
07/2018,1-10|11-20|21-30|21-30|51-60|51-60,1
07/2018,1-10|21-30|31-40|41-50|41-50|51-60,1
07/2018,11-20|21-30|21-30|31-40|31-40|41-50,1
07/2018,31-40|31-40|31-40|41-50|41-50|51-60,1
07/2019,1-10|1-10|21-30|21-30|21-30|31-40,1
07/2019,1-10|1-10|41-50|41-50|41-50|41-50,1
07/2019,1-10|11-20|31-40|31-40|51-60|51-60,1
07/2019,1-10|11-20|31-40|41-50|51-60|51-60,1
07/2019,1-10|21-30|21-30|31-40|31-40|51-60,1
07/2019,1-10|21-30|21-30|31-40|41-50|51-60,1
07/2019,1-10|31-40|41-50|41-50|51-60|51-60,1
07/2019,1-10|31-40|41-50|51-60|51-60|51-60,1
07/2019,11-20|11-20|11-20|31-40|41-50|51-60,1
07/2019,21-30|31-40|31-40|41-50|41-50|51-60,1
07/2020,1-10|1-10|11-20|11-20|31-40|41-50,1
07/2020,1-10|1-10|21-30|31-40|41-50|51-60,1
07/2020,1-10|11-20|11-20|11-20|21-30|21-30,1
07/2020,1-10|11-20|11-20|21-30|41-50|51-60,1
07/2020,1-10|11-20|31-40|31-40|41-50|41-50,1
07/2020,1-10|21-30|21-30|31-40|51-60|51-60,1
07/2020,1-10|21-30|31-40|41-50|51-60|51-60,1
07/2020,11-20|21-30|21-30|31-40|41-50|51-60,1
07/2020,11-20|21-30|31-40|31-40|41-50|51-60,1
07/2020,21-30|21-30|31-40|41-50|51-60|51-60,1
07/2021,1-10|1-10|11-20|21-30|31-40|41-50,1
07/2021,1-10|11-20|11-20|21-30|31-40|51-60,1
07/2021,1-10|11-20|11-20|41-50|41-50|51-60,1
07/2021,1-10|11-20|21-30|31-40|41-50|41-50,1
07/2021,1-10|21-30|21-30|31-40|31-40|41-50,1
07/2021,1-10|21-30|31-40|31-40|41-50|41-50,1
07/2021,11-20|11-20|11-20|31-40|41-50|41-50,1
07/2021,11-20|11-20|21-30|21-30|31-40|51-60,1
07/2021,11-20|21-30|31-40|31-40|31-40|51-60,1
07/2021,21-30|21-30|21-30|31-40|31-40|51-60,1
07/2022,1-10|1-10|11-20|21-30|41-50|51-60,1
07/2022,1-10|11-20|11-20|31-40|41-50|41-50,1
07/2022,1-10|11-20|21-30|21-30|41-50|41-50,1
07/2022,1-10|11-20|21-30|31-40|31-40|51-60,1
07/2022,1-10|11-20|21-30|41-50|41-50|51-60,1
07/2022,11-20|11-20|21-30|31-40|41-50|51-60,1
07/2022,11-20|11-20|31-40|41-50|51-60|51-60,1
07/2022,11-20|21-30|31-40|31-40|51-60|51-60,1
07/2022,11-20|31-40|41-50|41-50|41-50|51-60,1
07/2023,1-10|1-10|11-20|11-20|11-20|21-30,1
07/2023,1-10|1-10|21-30|21-30|41-50|51-60,1
07/2023,1-10|11-20|11-20|21-30|21-30|41-50,1
07/2023,1-10|11-20|11-20|21-30|21-30|51-60,1
07/2023,1-10|11-20|21-30|31-40|31-40|41-50,1
07/2023,1-10|11-20|21-30|51-60|51-60|51-60,1
07/2023,1-10|21-30|21-30|31-40|31-40|51-60,1
07/2023,1-10|21-30|31-40|51-60|51-60|51-60,1
07/2023,11-20|21-30|31-40|41-50|41-50|51-60,2
07/2024,1-10|1-10|1-10|11-20|51-60|51-60,1
07/2024,1-10|11-20|11-20|11-20|31-40|51-60,1
07/2024,1-10|11-20|11-20|31-40|41-50|51-60,1
07/2024,1-10|11-20|11-20|41-50|51-60|51-60,1
07/2024,1-10|11-20|21-30|31-40|41-50|41-50,1
07/2024,1-10|11-20|41-50|51-60|51-60|51-60,1
07/2024,1-10|21-30|21-30|31-40|31-40|31-40,1
07/2024,1-10|21-30|21-30|31-40|41-50|41-50,1
07/2024,1-10|21-30|31-40|41-50|51-60|51-60,1
07/2024,11-20|11-20|21-30|21-30|31-40|41-50,1
07/2024,11-20|31-40|41-50|41-50|41-50|51-60,1
07/2024,21-30|21-30|21-30|41-50|51-60|51-60,1
07/2025,1-10|1-10|11-20|21-30|31-40|51-60,1
07/2025,1-10|11-20|11-20|11-20|51-60|51-60,1
07/2025,1-10|11-20|41-50|51-60|51-60|51-60,1
07/2025,1-10|21-30|21-30|21-30|21-30|41-50,1
07/2025,1-10|21-30|21-30|31-40|31-40|51-60,1
07/2025,1-10|31-40|31-40|31-40|51-60|51-60,1
07/2025,1-10|31-40|41-50|41-50|41-50|41-50,1
07/2025,1-10|31-40|41-50|51-60|51-60|51-60,1
07/2025,11-20|11-20|11-20|21-30|41-50|51-60,1
07/2025,11-20|11-20|11-20|31-40|31-40|51-60,1
07/2025,11-20|11-20|31-40|31-40|31-40|51-60,1
07/2025,11-20|21-30|21-30|31-40|31-40|51-60,1
07/2025,11-20|21-30|21-30|41-50|51-60|51-60,1
07/2025,11-20|21-30|31-40|41-50|41-50|51-60,1
08/1996,1-10|1-10|11-20|21-30|31-40|41-50,1
08/1996,1-10|1-10|31-40|31-40|41-50|51-60,1
08/1996,11-20|31-40|31-40|51-60|51-60|51-60,1
08/1996,21-30|41-50|41-50|51-60|51-60|51-60,1
08/1997,1-10|11-20|11-20|21-30|31-40|51-60,1
08/1997,1-10|21-30|31-40|31-40|31-40|41-50,1
08/1997,11-20|21-30|21-30|31-40|31-40|41-50,1
08/1997,21-30|21-30|31-40|31-40|31-40|41-50,1
08/1997,21-30|21-30|31-40|41-50|51-60|51-60,1
08/1998,1-10|1-10|1-10|31-40|41-50|51-60,1
08/1998,1-10|1-10|11-20|21-30|21-30|41-50,1
08/1998,1-10|1-10|11-20|21-30|31-40|31-40,1
08/1998,11-20|21-30|31-40|41-50|41-50|51-60,1
08/1998,21-30|21-30|41-50|51-60|51-60|51-60,1
08/1999,1-10|1-10|1-10|21-30|41-50|51-60,1
08/1999,1-10|1-10|21-30|21-30|21-30|51-60,1
08/1999,1-10|21-30|21-30|31-40|51-60|51-60,1
08/1999,1-10|21-30|31-40|31-40|51-60|51-60,1
08/2000,1-10|1-10|21-30|31-40|31-40|41-50,1
08/2000,11-20|21-30|21-30|31-40|41-50|51-60,1
08/2000,11-20|21-30|31-40|41-50|41-50|51-60,1
08/2000,11-20|21-30|41-50|41-50|41-50|51-60,1
08/2001,1-10|1-10|11-20|11-20|11-20|41-50,1
08/2001,1-10|1-10|11-20|21-30|21-30|31-40,1
08/2001,1-10|1-10|11-20|21-30|31-40|31-40,1
08/2001,1-10|11-20|11-20|11-20|21-30|41-50,1
08/2001,1-10|11-20|21-30|31-40|41-50|51-60,1
08/2001,1-10|21-30|21-30|21-30|31-40|51-60,1
08/2001,11-20|31-40|31-40|41-50|41-50|51-60,1
08/2001,21-30|21-30|31-40|41-50|41-50|51-60,1
08/2001,21-30|31-40|31-40|41-50|41-50|51-60,1
08/2002,1-10|1-10|11-20|11-20|31-40|31-40,1
08/2002,1-10|11-20|11-20|11-20|21-30|21-30,1
08/2002,1-10|11-20|11-20|41-50|41-50|51-60,1
08/2002,1-10|11-20|21-30|31-40|31-40|51-60,1
08/2002,11-20|21-30|31-40|31-40|41-50|41-50,1
08/2002,11-20|31-40|31-40|31-40|41-50|51-60,1
08/2002,21-30|21-30|21-30|41-50|41-50|41-50,1
08/2002,21-30|21-30|31-40|41-50|41-50|51-60,1
08/2002,21-30|31-40|41-50|51-60|51-60|51-60,1
08/2003,1-10|1-10|11-20|11-20|51-60|51-60,1
08/2003,1-10|1-10|11-20|21-30|41-50|51-60,1
08/2003,1-10|11-20|11-20|21-30|41-50|41-50,1
08/2003,1-10|11-20|11-20|21-30|41-50|51-60,1
08/2003,1-10|11-20|21-30|21-30|51-60|51-60,1
08/2003,1-10|21-30|21-30|41-50|51-60|51-60,1
08/2003,11-20|21-30|21-30|31-40|51-60|51-60,1
08/2003,11-20|21-30|31-40|31-40|41-50|51-60,1
08/2003,11-20|21-30|31-40|31-40|51-60|51-60,1
08/2004,1-10|1-10|1-10|11-20|31-40|51-60,1
08/2004,1-10|1-10|11-20|21-30|21-30|51-60,1
08/2004,1-10|1-10|11-20|31-40|41-50|51-60,1
08/2004,1-10|11-20|21-30|21-30|31-40|51-60,1
08/2004,1-10|21-30|21-30|21-30|41-50|51-60,1
08/2004,11-20|11-20|31-40|31-40|41-50|51-60,1
08/2004,11-20|11-20|41-50|41-50|51-60|51-60,2
08/2005,1-10|1-10|11-20|41-50|41-50|51-60,1
08/2005,1-10|1-10|31-40|41-50|51-60|51-60,1
08/2005,1-10|11-20|11-20|21-30|31-40|51-60,1
08/2005,1-10|11-20|11-20|41-50|41-50|51-60,1
08/2005,1-10|11-20|31-40|41-50|51-60|51-60,1
08/2005,11-20|11-20|11-20|31-40|41-50|41-50,1
08/2005,11-20|11-20|21-30|31-40|41-50|51-60,1
08/2005,11-20|11-20|31-40|51-60|51-60|51-60,1
08/2005,11-20|21-30|21-30|31-40|41-50|51-60,1
08/2006,1-10|1-10|11-20|21-30|21-30|41-50,1
08/2006,1-10|11-20|11-20|31-40|41-50|51-60,1
08/2006,1-10|11-20|11-20|31-40|51-60|51-60,1
08/2006,1-10|11-20|21-30|21-30|31-40|41-50,1
08/2006,1-10|21-30|31-40|41-50|41-50|51-60,1
08/2006,1-10|31-40|31-40|31-40|41-50|51-60,1
08/2006,1-10|31-40|41-50|41-50|51-60|51-60,1
08/2006,11-20|11-20|21-30|31-40|41-50|51-60,1
08/2006,11-20|31-40|31-40|31-40|51-60|51-60,1
08/2007,1-10|1-10|11-20|21-30|21-30|51-60,1
08/2007,1-10|11-20|21-30|31-40|31-40|41-50,1
08/2007,1-10|11-20|21-30|51-60|51-60|51-60,1
08/2007,1-10|11-20|41-50|41-50|41-50|51-60,1
08/2007,1-10|21-30|21-30|41-50|41-50|51-60,1
08/2007,1-10|41-50|41-50|51-60|51-60|51-60,1
